index	album	song_title	lyric	line_number	release_date
4	Lover	You Need To Calm Down 	But you would rather be in the dark ages	22	2019-06-14
4	Lover	You Need To Calm Down 	Makin' that sign must've taken all night	23	2019-06-14
4	Lover	You Need To Calm Down 	[Pre-Chorus]	24	2019-06-14
4	Lover	You Need To Calm Down 	You just need to take several seats and then try to restore the peace	25	2019-06-14
4	Lover	You Need To Calm Down 	And control your urges to scream about all the people you hate	26	2019-06-14
4	Lover	You Need To Calm Down 	'Cause shade never made anybody less gay	27	2019-06-14
4	Lover	You Need To Calm Down 	[Chorus]	28	2019-06-14
4	Lover	You Need To Calm Down 	So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh	29	2019-06-14
4	Lover	You Need To Calm Down 	You need to calm down, you're being too loud	30	2019-06-14
4	Lover	You Need To Calm Down 	And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh)	31	2019-06-14
4	Lover	You Need To Calm Down 	You need to just stop, like can you just not step on his gown?	32	2019-06-14
4	Lover	You Need To Calm Down 	You need to calm down	33	2019-06-14
4	Lover	You Need To Calm Down 	[Bridge]	34	2019-06-14
4	Lover	You Need To Calm Down 	And we see you over there on the internet	35	2019-06-14
4	Lover	You Need To Calm Down 	Comparing all the girls who are killing it	36	2019-06-14
4	Lover	You Need To Calm Down 	But we figured you out	37	2019-06-14
4	Lover	You Need To Calm Down 	We all know now we all got crowns	38	2019-06-14
4	Lover	You Need To Calm Down 	You need to calm down	39	2019-06-14
4	Lover	You Need To Calm Down 	[Chorus]	40	2019-06-14
4	Lover	You Need To Calm Down 	Oh-oh, oh-oh, oh-oh, oh-oh, oh-oh	41	2019-06-14
4	Lover	You Need To Calm Down 	You need to calm down (You need to calm down)	42	2019-06-14
4	Lover	You Need To Calm Down 	You're being too loud (You're being too loud)	43	2019-06-14
4	Lover	You Need To Calm Down 	And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh)	44	2019-06-14
4	Lover	You Need To Calm Down 	You need to just stop (Can you stop?)	45	2019-06-14
4	Lover	You Need To Calm Down 	Like can you just not step on our gowns?	46	2019-06-14
4	Lover	You Need To Calm Down 	You need to calm down	47	2019-06-14
5	reputation	...Ready for It? 	[Verse 1]	0	2017-09-03
5	reputation	...Ready for It? 	Knew he was a killer first time that I saw him	1	2017-09-03
5	reputation	...Ready for It? 	Wondered how many girls he had loved and left haunted	2	2017-09-03
5	reputation	...Ready for It? 	But if he's a ghost, then I can be a phantom	3	2017-09-03
5	reputation	...Ready for It? 	Holdin' him for ransom, some	4	2017-09-03
5	reputation	...Ready for It? 	Some boys are tryin' too hard, he don't try at all though	5	2017-09-03
5	reputation	...Ready for It? 	Younger than my exes, but he act like such a man, so	6	2017-09-03
5	reputation	...Ready for It? 	I see nothing better, I keep him forever	7	2017-09-03
5	reputation	...Ready for It? 	Like a vendetta-ta	8	2017-09-03
5	reputation	...Ready for It? 	[Pre-Chorus]	9	2017-09-03
5	reputation	...Ready for It? 	I, I, I see how this is gon' go	10	2017-09-03
5	reputation	...Ready for It? 	Touch me and you'll never be alone	11	2017-09-03
5	reputation	...Ready for It? 	I-Island breeze and lights down low	12	2017-09-03
5	reputation	...Ready for It? 	No one has to know	13	2017-09-03
5	reputation	...Ready for It? 	[Chorus]	14	2017-09-03
5	reputation	...Ready for It? 	In the middle of the night, in my dreams	15	2017-09-03
5	reputation	...Ready for It? 	You should see the things we do, baby	16	2017-09-03
5	reputation	...Ready for It? 	In the middle of the night, in my dreams	17	2017-09-03
5	reputation	...Ready for It? 	I know I'm gonna be with you, so I take my time	18	2017-09-03
5	reputation	...Ready for It? 	Are you ready for it?	19	2017-09-03
5	reputation	...Ready for It? 	[Verse 2]	20	2017-09-03
5	reputation	...Ready for It? 	Knew I was a robber first time that he saw me	21	2017-09-03
5	reputation	...Ready for It? 	Stealing hearts and running off and never sayin' sorry	22	2017-09-03
5	reputation	...Ready for It? 	But if I'm a thief, then he can join the heist, and	23	2017-09-03
5	reputation	...Ready for It? 	We'll move to an island, and	24	2017-09-03
5	reputation	...Ready for It? 	And he can be my jailer, Burton to this Taylor	25	2017-09-03
5	reputation	...Ready for It? 	Every love I've known in comparison is a failure	26	2017-09-03
5	reputation	...Ready for It? 	I forget their names now, I'm so very tame now	27	2017-09-03
5	reputation	...Ready for It? 	Never be the same now, now	28	2017-09-03
5	reputation	...Ready for It? 	[Pre-Chorus]	29	2017-09-03
5	reputation	...Ready for It? 	I, I, I see how this is gon' go	30	2017-09-03
5	reputation	...Ready for It? 	Touch me and you'll never be alone	31	2017-09-03
5	reputation	...Ready for It? 	I-Island breeze and lights down low	32	2017-09-03
5	reputation	...Ready for It? 	No one has to know (No one has to know)	33	2017-09-03
5	reputation	...Ready for It? 	[Chorus]	34	2017-09-03
5	reputation	...Ready for It? 	In the middle of the night, in my dreams	35	2017-09-03
5	reputation	...Ready for It? 	You should see the things we do, baby	36	2017-09-03
5	reputation	...Ready for It? 	In the middle of the night in my dreams	37	2017-09-03
5	reputation	...Ready for It? 	I know I'm gonna be with you, so I take my time	38	2017-09-03
5	reputation	...Ready for It? 	Are you ready for it?	39	2017-09-03
5	reputation	...Ready for It? 	Oh, are you ready for it?	40	2017-09-03
5	reputation	...Ready for It? 	[Post-Chorus]	41	2017-09-03
5	reputation	...Ready for It? 	Baby, let the games begin	42	2017-09-03
5	reputation	...Ready for It? 	Let the games begin	43	2017-09-03
5	reputation	...Ready for It? 	Let the games begin	44	2017-09-03
5	reputation	...Ready for It? 	Baby, let the games begin	45	2017-09-03
5	reputation	...Ready for It? 	Let the games begin	46	2017-09-03
5	reputation	...Ready for It? 	Let the games begin	47	2017-09-03
5	reputation	...Ready for It? 	[Pre-Chorus]	48	2017-09-03
5	reputation	...Ready for It? 	I, I, I see how this is gon' go	49	2017-09-03
5	reputation	...Ready for It? 	Touch me and you'll never be alone	50	2017-09-03
5	reputation	...Ready for It? 	I-Island breeze and lights down low	51	2017-09-03
5	reputation	...Ready for It? 	No one has to know	52	2017-09-03
5	reputation	...Ready for It? 	[Chorus]	53	2017-09-03
5	reputation	...Ready for It? 	In the middle of the night (Night), in my dreams (My dreams)	54	2017-09-03
5	reputation	...Ready for It? 	You should see the things we do (We do), baby (Baby), hmm (Eh)	55	2017-09-03
5	reputation	...Ready for It? 	In the middle of the night, in my dreams (My dreams)	56	2017-09-03
5	reputation	...Ready for It? 	I know I'm gonna be with you (I know I'm gonna be with you)	57	2017-09-03
5	reputation	...Ready for It? 	So I take my time	58	2017-09-03
5	reputation	...Ready for It? 	In the middle of the night	59	2017-09-03
5	reputation	...Ready for It? 	[Post-Chorus]	60	2017-09-03
5	reputation	...Ready for It? 	Baby, let the games begin	61	2017-09-03
5	reputation	...Ready for It? 	Let the games begin	62	2017-09-03
5	reputation	...Ready for It? 	Let the games begin	63	2017-09-03
5	reputation	...Ready for It? 	Are you ready for it?	64	2017-09-03
5	reputation	...Ready for It? 	Baby, let the games begin	65	2017-09-03
5	reputation	...Ready for It? 	Let the games begin	66	2017-09-03
5	reputation	...Ready for It? 	Let the games begin	67	2017-09-03
5	reputation	...Ready for It? 	Are you ready for it?	68	2017-09-03
6	1989 (Deluxe)	Blank Space 	[Verse 1]	0	2014-10-27
6	1989 (Deluxe)	Blank Space 	Nice to meet you, where you been?	1	2014-10-27
6	1989 (Deluxe)	Blank Space 	I could show you incredible things	2	2014-10-27
6	1989 (Deluxe)	Blank Space 	Magic, madness, heaven, sin	3	2014-10-27
6	1989 (Deluxe)	Blank Space 	Saw you there, and I thought	4	2014-10-27
6	1989 (Deluxe)	Blank Space 	"Oh my God, look at that face	5	2014-10-27
6	1989 (Deluxe)	Blank Space 	You look like my next mistake	6	2014-10-27
6	1989 (Deluxe)	Blank Space 	Love's a game, wanna play?"	7	2014-10-27
6	1989 (Deluxe)	Blank Space 	Ayy	8	2014-10-27
6	1989 (Deluxe)	Blank Space 	[Verse 2]	9	2014-10-27
6	1989 (Deluxe)	Blank Space 	New money, suit and tie	10	2014-10-27
6	1989 (Deluxe)	Blank Space 	I can read you like a magazine	11	2014-10-27
6	1989 (Deluxe)	Blank Space 	Ain't it funny? Rumors fly	12	2014-10-27
6	1989 (Deluxe)	Blank Space 	And I know you heard about me	13	2014-10-27
6	1989 (Deluxe)	Blank Space 	So hey, let's be friends	14	2014-10-27
6	1989 (Deluxe)	Blank Space 	I'm dyin' to see how this one ends	15	2014-10-27
6	1989 (Deluxe)	Blank Space 	Grab your passport and my hand	16	2014-10-27
6	1989 (Deluxe)	Blank Space 	I can make the bad guys good for a weekend	17	2014-10-27
6	1989 (Deluxe)	Blank Space 	[Chorus]	18	2014-10-27
6	1989 (Deluxe)	Blank Space 	So it's gonna be forever	19	2014-10-27
6	1989 (Deluxe)	Blank Space 	Or it's gonna go down in flames	20	2014-10-27
6	1989 (Deluxe)	Blank Space 	You can tell me when it's over, mm	21	2014-10-27
6	1989 (Deluxe)	Blank Space 	If the high was worth the pain	22	2014-10-27
6	1989 (Deluxe)	Blank Space 	Got a long list of ex-lovers	23	2014-10-27
6	1989 (Deluxe)	Blank Space 	They'll tell you I'm insane	24	2014-10-27
6	1989 (Deluxe)	Blank Space 	'Cause you know I love the players	25	2014-10-27
6	1989 (Deluxe)	Blank Space 	And you love the game	26	2014-10-27
6	1989 (Deluxe)	Blank Space 	'Cause we're young and we're reckless	27	2014-10-27
6	1989 (Deluxe)	Blank Space 	We'll take this way too far	28	2014-10-27
6	1989 (Deluxe)	Blank Space 	It'll leave you breathless, hmm	29	2014-10-27
6	1989 (Deluxe)	Blank Space 	Or with a nasty scar	30	2014-10-27
6	1989 (Deluxe)	Blank Space 	Got a long list of ex-lovers	31	2014-10-27
6	1989 (Deluxe)	Blank Space 	They'll tell you I'm insane	32	2014-10-27
6	1989 (Deluxe)	Blank Space 	But I've got a blank space, baby	33	2014-10-27
6	1989 (Deluxe)	Blank Space 	And I'll write your name	34	2014-10-27
6	1989 (Deluxe)	Blank Space 	[Verse 3]	35	2014-10-27
6	1989 (Deluxe)	Blank Space 	Cherry lips, crystal skies	36	2014-10-27
6	1989 (Deluxe)	Blank Space 	I could show you incredible things	37	2014-10-27
6	1989 (Deluxe)	Blank Space 	Stolen kisses, pretty lies	38	2014-10-27
6	1989 (Deluxe)	Blank Space 	You're the King, baby, I'm your Queen	39	2014-10-27
6	1989 (Deluxe)	Blank Space 	Find out what you want	40	2014-10-27
6	1989 (Deluxe)	Blank Space 	Be that girl for a month	41	2014-10-27
6	1989 (Deluxe)	Blank Space 	Wait, the worst is yet to come	42	2014-10-27
6	1989 (Deluxe)	Blank Space 	Oh, no	43	2014-10-27
6	1989 (Deluxe)	Blank Space 	[Verse 4]	44	2014-10-27
6	1989 (Deluxe)	Blank Space 	Screaming, crying, perfect storms	45	2014-10-27
6	1989 (Deluxe)	Blank Space 	I can make all the tables turn	46	2014-10-27
6	1989 (Deluxe)	Blank Space 	Rose garden filled with thorns	47	2014-10-27
6	1989 (Deluxe)	Blank Space 	Keep you second guessin' like	48	2014-10-27
6	1989 (Deluxe)	Blank Space 	"Oh my God, who is she?"	49	2014-10-27
6	1989 (Deluxe)	Blank Space 	I get drunk on jealousy	50	2014-10-27
6	1989 (Deluxe)	Blank Space 	But you'll come back each time you leave	51	2014-10-27
6	1989 (Deluxe)	Blank Space 	'Cause, darling, I'm a nightmare dressed like a daydream	52	2014-10-27
6	1989 (Deluxe)	Blank Space 	[Chorus]	53	2014-10-27
6	1989 (Deluxe)	Blank Space 	So it's gonna be forever	54	2014-10-27
6	1989 (Deluxe)	Blank Space 	Or it's gonna go down in flames	55	2014-10-27
6	1989 (Deluxe)	Blank Space 	You can tell me when it's over, mm	56	2014-10-27
6	1989 (Deluxe)	Blank Space 	If the high was worth the pain	57	2014-10-27
6	1989 (Deluxe)	Blank Space 	Got a long list of ex-lovers	58	2014-10-27
6	1989 (Deluxe)	Blank Space 	They'll tell you I'm insane	59	2014-10-27
6	1989 (Deluxe)	Blank Space 	'Cause you know I love the players	60	2014-10-27
6	1989 (Deluxe)	Blank Space 	And you love the game	61	2014-10-27
6	1989 (Deluxe)	Blank Space 	'Cause we're young and we're reckless	62	2014-10-27
6	1989 (Deluxe)	Blank Space 	We'll take this way too far	63	2014-10-27
6	1989 (Deluxe)	Blank Space 	It'll leave you breathless, hmm	64	2014-10-27
6	1989 (Deluxe)	Blank Space 	Or with a nasty scar	65	2014-10-27
6	1989 (Deluxe)	Blank Space 	Got a long list of ex-lovers	66	2014-10-27
6	1989 (Deluxe)	Blank Space 	They'll tell you I'm insane	67	2014-10-27
6	1989 (Deluxe)	Blank Space 	But I've got a blank space, baby	68	2014-10-27
6	1989 (Deluxe)	Blank Space 	And I'll write your name	69	2014-10-27
6	1989 (Deluxe)	Blank Space 	[Bridge]	70	2014-10-27
6	1989 (Deluxe)	Blank Space 	Boys only want love if it's torture	71	2014-10-27
6	1989 (Deluxe)	Blank Space 	Don't say I didn't, say I didn't warn ya	72	2014-10-27
6	1989 (Deluxe)	Blank Space 	Boys only want love if it's torture	73	2014-10-27
6	1989 (Deluxe)	Blank Space 	Don't say I didn't, say I didn't warn ya	74	2014-10-27
6	1989 (Deluxe)	Blank Space 	[Chorus]	75	2014-10-27
6	1989 (Deluxe)	Blank Space 	So it's gonna be forever	76	2014-10-27
6	1989 (Deluxe)	Blank Space 	Or it's gonna go down in flames	77	2014-10-27
6	1989 (Deluxe)	Blank Space 	You can tell me when it's over, mm	78	2014-10-27
6	1989 (Deluxe)	Blank Space 	If the high was worth the pain	79	2014-10-27
6	1989 (Deluxe)	Blank Space 	Got a long list of ex-lovers	80	2014-10-27
6	1989 (Deluxe)	Blank Space 	They'll tell you I'm insane	81	2014-10-27
6	1989 (Deluxe)	Blank Space 	'Cause you know I love the players	82	2014-10-27
6	1989 (Deluxe)	Blank Space 	And you love the game	83	2014-10-27
6	1989 (Deluxe)	Blank Space 	'Cause we're young and we're reckless	84	2014-10-27
6	1989 (Deluxe)	Blank Space 	We'll take this way too far	85	2014-10-27
6	1989 (Deluxe)	Blank Space 	It'll leave you breathless, hmm	86	2014-10-27
6	1989 (Deluxe)	Blank Space 	Or with a nasty scar	87	2014-10-27
6	1989 (Deluxe)	Blank Space 	Got a long list of ex-lovers	88	2014-10-27
6	1989 (Deluxe)	Blank Space 	They'll tell you I'm insane	89	2014-10-27
6	1989 (Deluxe)	Blank Space 	But I've got a blank space, baby	90	2014-10-27
6	1989 (Deluxe)	Blank Space 	And I'll write your name	91	2014-10-27
7	folklore	​cardigan 	[Verse 1]	0	2020-07-24
7	folklore	​cardigan 	Vintage tee, brand new phone	1	2020-07-24
7	folklore	​cardigan 	High heels on cobblestones	2	2020-07-24
7	folklore	​cardigan 	When you are young, they assume you know nothing	3	2020-07-24
7	folklore	​cardigan 	Sequin smile, black lipstick	4	2020-07-24
7	folklore	​cardigan 	Sensual politics	5	2020-07-24
7	folklore	​cardigan 	When you are young, they assume you know nothing	6	2020-07-24
7	folklore	​cardigan 	[Chorus]	7	2020-07-24
7	folklore	​cardigan 	But I knew you	8	2020-07-24
7	folklore	​cardigan 	Dancin' in your Levi's	9	2020-07-24
7	folklore	​cardigan 	Drunk under a streetlight, I	10	2020-07-24
7	folklore	​cardigan 	I knew you	11	2020-07-24
7	folklore	​cardigan 	Hand under my sweatshirt	12	2020-07-24
7	folklore	​cardigan 	Baby, kiss it better, I	13	2020-07-24
7	folklore	​cardigan 	[Refrain]	14	2020-07-24
7	folklore	​cardigan 	And when I felt like I was an old cardigan	15	2020-07-24
7	folklore	​cardigan 	Under someone's bed	16	2020-07-24
7	folklore	​cardigan 	You put me on and said I was your favorite	17	2020-07-24
7	folklore	​cardigan 	[Verse 2]	18	2020-07-24
7	folklore	​cardigan 	A friend to all is a friend to none	19	2020-07-24
7	folklore	​cardigan 	Chase two girls, lose the one	20	2020-07-24
7	folklore	​cardigan 	When you are young, they assume you know nothing	21	2020-07-24
7	folklore	​cardigan 	[Chorus]	22	2020-07-24
7	folklore	​cardigan 	But I knew you	23	2020-07-24
7	folklore	​cardigan 	Playing hide-and-seek and	24	2020-07-24
7	folklore	​cardigan 	Giving me your weekends, I	25	2020-07-24
7	folklore	​cardigan 	I knew you	26	2020-07-24
7	folklore	​cardigan 	Your heartbeat on the High Line	27	2020-07-24
7	folklore	​cardigan 	Once in twenty lifetimes, I	28	2020-07-24
7	folklore	​cardigan 	[Refrain]	29	2020-07-24
7	folklore	​cardigan 	And when I felt like I was an old cardigan	30	2020-07-24
7	folklore	​cardigan 	Under someone's bed	31	2020-07-24
7	folklore	​cardigan 	You put me on and said I was your favorite	32	2020-07-24
7	folklore	​cardigan 	[Bridge]	33	2020-07-24
7	folklore	​cardigan 	To kiss in cars and downtown bars	34	2020-07-24
7	folklore	​cardigan 	Was all we needed	35	2020-07-24
7	folklore	​cardigan 	You drew stars around my scars	36	2020-07-24
7	folklore	​cardigan 	But now I'm bleedin'	37	2020-07-24
7	folklore	​cardigan 	[Chorus]	38	2020-07-24
7	folklore	​cardigan 	'Cause I knew you	39	2020-07-24
7	folklore	​cardigan 	Steppin' on the last train	40	2020-07-24
7	folklore	​cardigan 	Marked me like a bloodstain, I	41	2020-07-24
7	folklore	​cardigan 	I knew you	42	2020-07-24
7	folklore	​cardigan 	Tried to change the ending	43	2020-07-24
7	folklore	​cardigan 	Peter losing Wendy, I	44	2020-07-24
7	folklore	​cardigan 	I knew you	45	2020-07-24
7	folklore	​cardigan 	Leavin' like a father	46	2020-07-24
7	folklore	​cardigan 	Running like water, I	47	2020-07-24
7	folklore	​cardigan 	And when you are young, they assume you know nothing	48	2020-07-24
7	folklore	​cardigan 	[Verse 3]	49	2020-07-24
7	folklore	​cardigan 	But I knew you'd linger like a tattoo kiss	50	2020-07-24
7	folklore	​cardigan 	I knew you'd haunt all of my what-ifs	51	2020-07-24
7	folklore	​cardigan 	The smell of smoke would hang around this long	52	2020-07-24
7	folklore	​cardigan 	'Cause I knew everything when I was young	53	2020-07-24
7	folklore	​cardigan 	I knew I'd curse you for the longest time	54	2020-07-24
7	folklore	​cardigan 	Chasin' shadows in the grocery line	55	2020-07-24
7	folklore	​cardigan 	I knew you'd miss me once the thrill expired	56	2020-07-24
7	folklore	​cardigan 	And you'd be standin' in my front porch light	57	2020-07-24
7	folklore	​cardigan 	And I knew you'd come back to me	58	2020-07-24
